
100, 4.817963, 0.803947
100, 0.030041, 0.080824
100, 0.027895, 0.061035
100, 0.027895, 0.059128
100, 0.026941, 0.060081
100, 0.028133, 0.056982
100, 0.027895, 0.056982
100, 0.027895, 0.058174
100, 0.026941, 0.059128
100, 0.027895, 0.056028
200, 4.662991, 0.903130
200, 0.046015, 0.131130
200, 0.043154, 0.115871
200, 0.045061, 0.104904
200, 0.043869, 0.114202
200, 0.044107, 0.102043
200, 0.042915, 0.106096
200, 0.044107, 0.111818
200, 0.043154, 0.107050
200, 0.043869, 0.105143
500, 1.653194, 8.911848
500, 0.154972, 0.334024
500, 0.153065, 0.312805
500, 0.154972, 0.313044
500, 0.153065, 0.313044
500, 0.152826, 0.310183
500, 0.151873, 0.303268
500, 0.152111, 0.294685
500, 0.150919, 0.286102
500, 0.151873, 0.276327
1000, 2.224922, 4.288197
1000, 0.713825, 1.042128
1000, 0.710011, 0.999928
1000, 0.711918, 1.000166
1000, 0.711203, 0.958681
1000, 0.712872, 0.936031
1000, 0.707150, 0.913858
1000, 0.712156, 0.874758
1000, 0.705957, 0.859022
1000, 0.710964, 0.843048
2000, 10.823011, 7.776976
2000, 6.083965, 2.588987
2000, 6.082058, 2.379894
2000, 6.094217, 2.257824
2000, 6.088972, 2.142191
2000, 6.088972, 2.059937
2000, 6.106138, 1.990080
2000, 6.079912, 1.957178
2000, 6.090879, 1.999140
2000, 6.095171, 1.949787
3000, 28.695107, 7.242918
3000, 21.378994, 4.634142
3000, 21.375895, 4.339218
3000, 21.378994, 4.338980
3000, 21.373987, 4.289865
3000, 21.387100, 4.328966
3000, 21.371841, 4.355192
3000, 21.373987, 4.311085
3000, 21.375895, 4.341125
3000, 21.384954, 4.369020
4500, 72.937965, 16.689062
4500, 70.017099, 9.684801
4500, 69.979906, 9.611130
4500, 70.017099, 9.676933
4500, 70.000887, 9.684086
4500, 70.019007, 9.907961
4500, 69.983959, 9.644270
4500, 69.998980, 9.673119
4500, 69.981098, 9.675026
4500, 69.993973, 9.660244
5000, 103.397131, 17.870903
5000, 98.210096, 11.832952
5000, 98.196983, 11.850834
5000, 98.189116, 12.032032
5000, 98.201990, 11.837959
5000, 98.190069, 11.829853
5000, 98.186016, 11.816025
5000, 98.176956, 11.811256
5000, 98.184109, 11.827946
5000, 98.212004, 11.823177
