
100, 64.270020, 0.000954
100, 43.781996, 0.000000
100, 77.821016, 0.000000
100, 9.467125, 0.000000
100, 0.380039, 0.000000
100, 0.380039, 0.000000
100, 0.410795, 0.000000
100, 0.369072, 0.000000
100, 0.366926, 0.000000
100, 0.462055, 0.000000
200, 36.452055, 0.000000
200, 22.830963, 0.000000
200, 31.928062, 0.000000
200, 8.199930, 0.000000
200, 0.661135, 0.000000
200, 0.661135, 0.000000
200, 0.702143, 0.000000
200, 0.642061, 0.000000
200, 0.651836, 0.000000
200, 0.731945, 0.000000
500, 76.937914, 0.000000
500, 44.092894, 0.000000
500, 60.971022, 0.000000
500, 11.748075, 0.000954
500, 4.354954, 0.000000
500, 4.256964, 0.000000
500, 4.446030, 0.000000
500, 4.230022, 0.000000
500, 4.230976, 0.000000
500, 4.357815, 0.000000
1000, 66.730976, 0.001192
1000, 41.838884, 0.000000
1000, 31.569004, 0.000000
1000, 21.919012, 0.000000
1000, 18.466949, 0.000000
1000, 18.041849, 0.000000
1000, 18.947840, 0.000000
1000, 17.677069, 0.000000
1000, 18.907070, 0.000000
1000, 19.145966, 0.000954
2000, 284.724951, 0.000000
2000, 152.243137, 0.000000
2000, 159.191132, 0.000954
2000, 153.594017, 0.001192
2000, 147.145033, 0.000000
2000, 147.076845, 0.001192
2000, 145.586014, 0.000954
2000, 146.467924, 0.000954
2000, 147.325993, 0.001192
2000, 146.672010, 0.000954
3000, 527.590990, 0.000954
3000, 526.146889, 0.000000
3000, 535.878897, 0.000000
3000, 530.719042, 0.000000
3000, 530.629158, 0.000954
3000, 523.926020, 0.000954
3000, 526.706219, 0.000954
3000, 529.586077, 0.000954
3000, 523.587942, 0.000000
3000, 520.387888, 0.000000
4500, 1736.243010, 0.000954
4500, 1719.952106, 0.000954
4500, 1727.241993, 0.000000
4500, 1720.521927, 0.001192
4500, 1718.000889, 0.000954
4500, 1715.906858, 0.001192
4500, 1720.717907, 0.000000
4500, 1718.811035, 0.000000
4500, 1715.403080, 0.000954
4500, 1741.616964, 0.001192
5000, 2431.350946, 0.002146
5000, 2428.091049, 0.002146
5000, 2425.017834, 0.003099
5000, 2430.963993, 0.001907
5000, 2428.126097, 0.001907
5000, 2421.972990, 0.001907
5000, 2431.162119, 0.002861
5000, 2426.106930, 0.000954
5000, 2421.700001, 0.002146
5000, 2448.166132, 0.000954
6000, 4028.754950, 0.001907
6000, 4020.847082, 0.001907
6000, 4016.793966, 0.003099
6000, 4021.566868, 0.002146
6000, 4023.209095, 0.001907
6000, 4011.995077, 0.001907
6000, 4019.814014, 0.001192
6000, 4026.771069, 0.001907
6000, 4019.340992, 0.000000
6000, 4049.705982, 0.002861
