
100, 2.526999, 0.806093
100, 0.024080, 0.076056
100, 0.020981, 0.064135
100, 0.020981, 0.060081
100, 0.027895, 0.057220
100, 0.020981, 0.059128
100, 0.020981, 0.056982
100, 0.020981, 0.064135
100, 0.020027, 0.056982
100, 0.020981, 0.058174
200, 5.158901, 0.881195
200, 0.035048, 0.118017
200, 0.030994, 0.111103
200, 0.031948, 0.113249
200, 0.032187, 0.102758
200, 0.031948, 0.107050
200, 0.031948, 0.102997
200, 0.030041, 0.102997
200, 0.032187, 0.104666
200, 0.030994, 0.097036
500, 3.915071, 9.724855
500, 0.197887, 0.331163
500, 0.197172, 0.310659
500, 0.198126, 0.297785
500, 0.196934, 0.293970
500, 0.196218, 0.299692
500, 0.196934, 0.289202
500, 0.199080, 0.277758
500, 0.195980, 0.281096
500, 0.196934, 0.279188
1000, 2.796888, 5.491018
1000, 1.294851, 1.000166
1000, 1.287937, 0.952005
1000, 1.296043, 0.932932
1000, 1.296043, 0.885010
1000, 1.302004, 0.873089
1000, 1.285076, 0.856876
1000, 1.294851, 0.839949
1000, 1.290083, 0.812769
1000, 1.297951, 0.802040
2000, 16.454935, 14.165163
2000, 9.858131, 2.398968
2000, 9.876013, 2.074957
2000, 9.840012, 2.000093
2000, 9.840012, 1.986980
2000, 9.835005, 2.007961
2000, 9.850025, 1.991034
2000, 9.845018, 2.035856
2000, 9.865999, 1.988173
2000, 9.862900, 1.988173
3000, 41.818857, 16.596079
3000, 38.228035, 4.472971
3000, 38.259029, 4.340172
3000, 38.203001, 4.419088
3000, 38.302898, 4.369974
3000, 38.259029, 4.405022
3000, 38.366795, 4.340172
3000, 38.294077, 4.411936
3000, 38.336992, 4.334927
3000, 38.275003, 4.428864
4500, 140.994072, 20.911932
4500, 136.333942, 9.675980
4500, 135.853052, 9.711981
4500, 136.240959, 9.914160
4500, 136.213064, 9.672880
4500, 136.388063, 9.682894
4500, 136.064053, 9.680748
4500, 136.459827, 9.676218
4500, 135.842085, 9.673119
4500, 136.132002, 9.670973
5000, 186.031818, 18.639088
5000, 183.954000, 11.852026
5000, 184.913158, 12.039900
5000, 183.919907, 11.817217
5000, 184.623003, 11.814117
5000, 183.962822, 11.816025
5000, 184.453011, 11.801958
5000, 183.952093, 11.802912
5000, 184.212923, 11.803150
5000, 184.083223, 11.805773
